Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,0.54243,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Angola,AGO,..,..,..,..,..,..,..,0.03229,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Argentina,ARG,..,0.43884,0.56597,0.63491,0.61849,0.59396,0.62262,0.55815,0.54152,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Armenia,ARM,..,0.19106,0.27014,0.23853,0.22216,0.24151,0.25002,0.23305,0.22788,0.18913,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Australia,AUS,..,1.57558,2.23765,..,2.1787,..,1.91943,..,1.87372,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Austria,AUT,..,1.88602,2.66868,2.91472,2.95492,3.08429,3.04979,3.12588,3.05212,3.17177,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Azerbaijan,AZE,..,0.336,0.21084,0.21427,0.20969,0.20978,0.22232,0.20637,0.18468,0.18484,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Bahrain,BHR,..,..,..,..,..,0.10116,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Belarus,BLR,..,0.7221,0.6776,0.64603,0.65191,0.50548,0.49999,0.50063,0.58411,0.60817,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Belgium,BEL,..,1.92236,2.15533,2.27334,2.33393,2.38729,2.46123,2.55595,2.70234,2.82119,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Bermuda,BMU,..,..,0.29487,0.26754,0.22474,0.21586,0.22036,..,..,0.25998,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Bolivia,BOL,..,0.28744,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Bosnia and Herzegovina,BIH,..,..,..,0.26533,0.32132,0.25725,0.2186,0.21594,0.20048,0.1988,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Botswana,BWA,..,..,..,0.2588,0.53728,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Brazil,BRA,..,1.04751,1.13966,1.12684,1.19567,1.27131,1.34264,1.26417,1.26326,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,0.27764,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Bulgaria,BGR,..,0.49866,0.53191,0.60479,0.63724,0.79377,0.96015,0.78006,0.75239,0.76803,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Burkina Faso,BFA,..,..,..,..,..,0.22183,..,..,0.70072,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Burundi,BDI,..,..,..,0.10702,..,..,..,..,..,0.21028,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Cabo Verde,CPV,..,..,0.07264,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Cambodia,KHM,..,..,..,..,..,..,0.11823,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Canada,CAN,..,1.86469,1.79132,1.7766,1.70964,1.71824,1.69718,1.73019,1.67165,1.56625,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Chad,TCD,..,..,..,..,..,..,..,0.3005,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Chile,CHL,..,..,0.35144,0.3622,0.3887,0.37503,0.38073,0.36949,0.35518,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,China,CHN,..,0.89316,1.78034,1.91214,1.99786,2.02963,2.0656,2.11831,2.14512,2.18568,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Colombia,COL,..,0.12999,0.20625,0.234,0.27128,0.30563,0.28975,0.26694,0.24294,0.23699,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,0.40638,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Costa Rica,CRI,..,0.41311,0.46782,0.55606,0.55567,0.57209,0.44993,0.42926,0.42336,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,0.0956,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Croatia,HRV,..,1.0441,0.75041,0.75029,0.81016,0.78252,0.84027,0.8627,0.8645,0.97489,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Cuba,CUB,..,0.47865,0.27192,0.40716,0.47467,0.41596,0.42854,0.34223,0.43066,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Cyprus,CYP,..,0.2269,0.45554,0.43778,0.48218,0.50835,0.48059,0.53442,0.56092,0.55859,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Czech Republic,CZE,..,1.11319,1.55571,1.78231,1.89973,1.97285,1.92923,1.68015,1.79079,1.92829,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Denmark,DNK,..,..,2.94465,2.98125,2.97048,2.91409,3.05497,3.10401,3.046,3.06408,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Ecuador,ECU,..,..,0.33991,0.33236,0.3799,0.44266,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Egypt, Arab Rep.",EGY,..,0.19247,0.53154,0.50899,0.63895,0.63649,0.71858,0.70848,0.67941,0.72388,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,El Salvador,SLV,..,..,0.0355,0.03397,0.06387,0.09377,0.14348,0.14515,0.18115,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Estonia,EST,..,0.60009,2.30655,2.12265,1.72216,1.42931,1.46604,1.2468,1.28867,1.42515,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Eswatini,SWZ,..,..,..,..,..,..,0.27013,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Ethiopia,ETH,..,..,..,..,0.60474,..,..,..,0.27441,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Finland,FIN,..,3.24569,3.63881,3.41948,3.28719,3.16931,2.89157,2.74264,2.7569,2.77381,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,France,FRA,..,2.09346,2.19161,2.22707,2.23703,2.27592,2.26703,2.22238,2.20557,2.20002,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Gambia, The",GMB,..,..,0.13308,..,..,..,..,..,..,0.0713,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Georgia,GEO,..,0.2153,..,..,0.08367,0.1849,0.31982,0.30104,0.29104,0.30457,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Germany,DEU,..,2.4014,2.79562,2.86813,2.82105,2.86691,2.91197,2.91712,3.03763,3.09415,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Greece,GRC,..,..,0.67196,0.69957,0.81131,0.8333,0.96121,0.99394,1.13109,1.17732,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Guatemala,GTM,..,..,0.04814,0.04471,0.03854,0.02905,0.02988,0.02224,0.028,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Honduras,HND,..,0.04453,..,..,..,..,0.01497,..,0.04,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Hong Kong SAR, China",HKG,..,0.46493,0.72086,0.72733,0.73017,0.74014,0.76183,0.79149,0.79925,0.86096,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Hungary,HUN,..,0.78942,1.18897,1.26362,1.38884,1.35373,1.36245,1.20423,1.3486,1.55484,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Iceland,ISL,..,2.5783,2.41367,..,1.70204,1.94811,2.20315,2.11766,2.10444,2.02994,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,India,IND,..,0.75699,0.75502,0.74399,0.70642,0.70159,0.6931,0.67111,0.66584,0.64998,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Indonesia,IDN,..,0.06769,..,..,0.0847,..,..,0.24535,0.2381,0.22634,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Iran, Islamic Rep.",IRN,..,..,..,0.31655,0.25267,..,0.41763,..,0.83027,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Iraq,IRQ,..,..,0.03476,..,..,0.03733,0.03775,0.03658,0.04455,0.04306,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Ireland,IRL,..,1.08497,1.56058,1.56119,1.5658,1.52307,1.18267,1.16892,..,1.14647,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Israel,ISR,..,3.93624,4.01151,4.15735,4.09218,4.16793,4.25592,4.50574,4.81602,4.95278,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Italy,ITA,..,1.00546,1.20984,1.27087,1.30768,1.34301,1.34115,1.37124,1.37744,1.39909,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Japan,JPN,..,2.90569,3.24477,3.20908,3.31496,3.40022,3.28165,3.15522,3.21254,3.26451,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Jordan,JOR,..,..,..,..,..,..,..,0.7078,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Kazakhstan,KAZ,..,0.18104,0.15349,0.16525,0.17132,0.16722,0.16951,0.14179,0.12972,0.12286,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Korea, Rep.",KOR,..,2.18023,3.74361,4.02554,4.14853,4.28874,4.21702,4.22744,4.55324,4.81009,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Kuwait,KWT,..,0.12543,0.09898,0.09721,0.30153,0.42705,0.0966,0.07985,0.08118,0.06192,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Kyrgyz Republic,KGZ,..,0.15637,0.15633,0.1661,0.14914,0.12536,0.11903,0.11121,0.10707,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Latvia,LVA,..,0.43598,0.69662,0.66424,0.6122,0.6893,0.62623,0.44094,0.51012,0.63068,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Lesotho,LSO,..,..,0.01161,..,..,..,0.04795,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Lithuania,LTU,..,0.5848,0.9039,0.89469,0.95088,1.03048,1.04095,0.84329,0.89808,0.94496,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Luxembourg,LUX,..,1.57673,1.46277,1.27267,1.30266,1.26404,1.28405,1.29524,1.30327,1.23562,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Macao SAR, China",MAC,..,..,0.04444,0.04807,0.05115,0.08705,0.13554,0.23361,0.1715,0.20351,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Madagascar,MDG,..,0.11976,0.10588,..,..,0.0155,..,0.01504,0.01465,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Malaysia,MYS,..,0.46899,1.03342,1.09269,..,1.26275,1.2998,1.43665,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mali,MLI,..,..,..,..,..,..,0.31462,..,0.29175,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Malta,MLT,..,..,0.6738,0.82618,0.77238,0.71197,0.74085,0.56749,0.58275,0.57462,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,0.01419,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mauritius,MUS,..,0.28402,..,0.17773,..,..,..,..,0.36636,0.34597,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mexico,MEX,..,0.30613,0.47129,0.42096,0.42503,0.43549,0.42986,0.38801,0.32829,0.31223,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Moldova,MDA,..,..,0.33764,0.34907,0.29783,0.31105,0.30943,0.2769,0.25374,0.25498,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mongolia,MNG,..,0.18757,0.23054,0.23913,0.23246,0.2234,0.15468,0.18337,0.13475,0.10293,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Montenegro,MNE,..,..,0.31485,..,0.37431,0.3632,0.374,0.32454,0.34898,0.36763,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Mozambique,MOZ,..,..,..,..,..,..,0.33751,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Myanmar,MMR,..,0.11306,..,..,..,..,..,..,0.03186,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Namibia,NAM,..,..,..,..,..,0.33996,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Netherlands,NLD,..,1.7898,1.88131,1.91627,1.92987,1.97568,1.98487,1.99685,1.98308,2.16374,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,New Zealand,NZL,..,..,1.231,..,1.15412,..,1.2341,..,1.3657,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Nicaragua,NIC,..,..,0.08344,0.10449,0.10284,0.08935,0.10742,..,..,..,..,..
Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..
